item,meta_index,meta_iterations,has_agent3_result,has_gt_validator,agent3_n_claims,agent3_n_unsupported_claims,agent3_unsupported_claim_rate,agent3_accuracy_correct,agent3_accuracy_incorrect,agent3_accuracy_reason,agent3_accuracy_score,agent3_accuracy_total_claims,agent3_claim_verification_error,agent3_communication_quality_reason,agent3_communication_quality_score,agent3_communication_total_issues,agent3_completeness_captured,agent3_completeness_missing,agent3_completeness_reason,agent3_completeness_score,agent3_completeness_total_details,agent3_context_awareness_reason,agent3_context_awareness_score,agent3_context_captured,agent3_context_missing,agent3_context_total_details,agent3_instruction_complete_sections,agent3_instruction_following_reason,agent3_instruction_following_score,agent3_instruction_total_sections,agent3_overall_score
item_0075,75,1,True,False,14,0,0.0,22,2,,0.92,24,,"The doctor uses a clear and concise language, but there is one instance of unnecessary repetition in the plan section.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The plan section is mostly complete, but it lacks a clear explanation of the treatment rationale and potential side effects.",0.75,4,0.84
item_0076,76,1,True,False,11,0,0.0,13,1,,0.93,14,,The SOAP note contains unclear sentences and unnecessary repetition of information.,0.5,2,20,3,"The SOAP note is missing details about the patient's medical history, lifestyle habits, and specific symptoms.",0.87,23,"The SOAP note is missing patient-specific details such as age, gender, ethnicity, and duration of symptoms.",0.75,6,2,8,3,The SOAP note is missing a clear plan for the patient's treatment and follow-up appointments.,0.75,4,0.81
item_0077,77,2,True,False,18,0,0.0,13,1,,0.93,14,,"The communication quality score is affected by two unclear sentences regarding the patient's increased frequency of infections and their job, which were not clearly explained in the transcript.",0.8,2,20,4,,0.83,24,,0.7,7,3,10,4,"The instruction following score is perfect since all four sections (subjective, objective, assessment, and plan) are complete and accurately represented in the SOAP note.",1.0,4,0.82
item_0078,78,1,True,False,14,0,0.0,13,1,,0.93,14,,"The SOAP note contains unclear sentences, such as ""This low vitamin D level could be contributing to your fatigue and muscle weakness"" which does not clearly explain the cause of the patient's symptoms.",0.5,2,14,1,The SOAP note is missing a detail about the patient's occupation and lifestyle.,0.93,15,"The SOAP note is missing a detail about the patient's medical history, specifically the date of their last thyroid function check.",0.88,7,1,8,4,"The SOAP note accurately includes all four sections (Subjective, Objective, Assessment, and Plan).",1.0,4,0.89
item_0079,79,2,True,False,15,0,0.0,13,1,,0.93,14,,"The doctor uses clear sentences, but there is unnecessary repetition and a lack of structure in the SOAP note.",0.5,3,15,2,,0.88,17,,0.88,7,1,8,3,The SOAP note is missing a clear plan section.,0.75,4,0.86
item_0080,80,1,True,False,21,0,0.0,13,1,"The SOAP note accurately captures most medical claims, but incorrectly states that the patient's symptoms occur daily without any alleviating or aggravating factors.",0.93,14,,The SOAP note contains unclear sentences and unnecessary repetition of information.,0.5,2,23,1,"The SOAP note captures most important details, but misses the patient's medical history.",0.96,24,"The SOAP note captures most patient-specific details, but misses the patient's occupation and lifestyle.",0.9,9,1,10,3,"The SOAP note partially follows the instruction of having all four sections (subjective, objective, assessment, and plan), but is missing a clear summary or conclusion.",0.75,4,0.88
item_0081,81,1,True,False,21,0,0.0,22,2,,0.92,24,,"The communication quality score is slightly above average due to only two minor issues with unclear sentences (""It means that your symptoms could be caused by multiple factors including your diet, lack of exercise, smoking, and stress, along with your elevated blood pressure."").",0.8,2,20,3,,0.87,23,,0.8,12,3,15,4,The instruction following score is perfect due to all four sections being complete and accurately documented in the SOAP note.,1.0,4,0.86
item_0082,82,1,True,False,25,0,0.0,22,2,,0.92,24,,"The doctor used a clear and professional tone, but there was unnecessary repetition of the patient's symptoms and a lack of structure in the plan.",0.5,2,14,1,,0.93,15,,0.88,7,1,8,3,"The plan was mostly complete, but it lacked a clear explanation of the lifestyle modifications and stress management techniques recommended to the patient.",0.75,4,0.86
item_0083,83,4,True,False,18,0,0.0,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is a slight repetition of the patient's symptoms.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor provides a clear plan, but the instructions for stress-reduction activities could be more detailed.",0.75,4,0.82
item_0084,84,4,True,False,22,0,0.0,13,1,,0.93,14,,"The doctor's sentences are clear, but the repetition of certain phrases (""I'll see you in a week if you're still not feeling better"") could be improved.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The plan is mostly complete, but the doctor could have provided more specific guidance on managing symptoms and when to seek further care.",0.75,4,0.82
item_0085,85,1,True,False,24,0,0.0,22,2,,0.92,24,,"The doctor uses a clear and concise sentence structure, but there is one instance of unnecessary repetition.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The doctor completes three out of four sections, but misses the section on potential side effects of the medication.",0.75,4,0.86
item_0086,86,1,True,False,22,0,0.0,22,2,,0.92,24,,"The doctor uses a clear and professional tone in most of the conversation, but there is one instance where the doctor asks if the patient has any questions or concerns without explicitly stating that they should ask.",0.5,1,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections (Subjective, Objective, Assessment) but misses the Plan section.",0.75,4,0.82
item_0087,87,1,True,False,17,0,0.0,13,1,"The generated SOAP note accurately reports the patient's symptoms, vitals, and exam findings but incorrectly states that the rapid strep test results were positive.",0.93,14,,"The generated SOAP note contains unclear sentences and unnecessary repetition, which detract from its overall quality.",0.5,2,14,1,"The generated SOAP note captures most of the important details from the RAW TRANSCRIPT, but it is missing a description of the patient's occupation.",0.93,15,The generated SOAP note captures most of the patient-specific details but is missing a description of the patient's lifestyle and occupation.,0.88,7,1,8,3,"The generated SOAP note accurately reports the doctor's plan, including medications, follow-up instructions, and referral information, but it is missing a clear summary of the patient's diagnosis.",0.75,4,0.88
item_0088,88,1,True,False,19,0,0.0,13,1,,0.93,14,,The doctor uses clear sentences but repeats some information and mentions unnecessary details.,0.5,3,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.82
item_0089,89,1,True,False,15,0,0.0,13,1,,0.93,14,,The doctor uses a somewhat abrupt tone and doesn't explicitly state the patient's symptoms in their own words.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes all sections, but the plan section is somewhat brief and lacks specific details.",0.75,4,0.81
item_0090,90,1,True,False,15,0,0.0,13,1,,0.93,14,,"The doctor's sentences are clear, but the patient's responses seem a bit brief and lack depth.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The SOAP note accurately captures the doctor's plan, but misses one important detail about the patient's medical history.",0.75,4,0.81
item_0091,91,1,True,False,25,0,0.0,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is unnecessary repetition in the plan section.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The plan section is mostly complete, but the doctor could have provided more specific instructions for lifestyle changes.",0.75,4,0.82
item_0092,92,1,True,False,18,0,0.0,13,1,,0.93,14,,"The doctor uses a somewhat formal tone and repeats some information, but overall the communication is clear.",0.5,3,15,2,,0.88,17,,0.89,8,1,9,3,"The doctor completes three out of four sections, but the assessment section is missing a clear explanation of the patient's symptoms and diagnosis.",0.75,4,0.86
item_0093,93,2,True,False,23,0,0.0,22,2,,0.92,24,,The communication quality score is low due to two unclear or confusing sentences in the plan section.,0.5,2,14,1,,0.93,15,,0.88,7,1,8,4,"The instruction following score is perfect as all four sections (subjective, objective, assessment, and plan) are complete and correct.",1.0,4,0.89
item_0094,94,1,True,False,13,0,0.0,13,1,"The generated SOAP note accurately captures 13 out of 14 medical claims from the RAW TRANSCRIPT, with only one claim (the patient's smoking history) being partially incorrect.",0.93,14,,"The generated SOAP note contains two communication issues: unclear language (""alternative to penicillin"") and unnecessary repetition (""prescribe educational materials on smoking cessation and risks of continued smoking"").",0.5,2,12,3,"The generated SOAP note captures 12 out of 15 important details from the RAW TRANSCRIPT, missing three crucial pieces of information (the patient's age, ethnicity, and lifestyle).",0.8,15,"The generated SOAP note captures six out of eight patient-specific details from the RAW TRANSCRIPT, missing two crucial pieces of information (the patient's age and ethnicity).",0.75,6,2,8,3,"The generated SOAP note completes three out of four sections correctly, with only the ""Plan"" section being partially incorrect.",0.75,4,0.81
item_0095,95,1,True,False,24,0,0.0,13,1,,0.93,14,,"The doctor's sentences are clear, but there is a slight repetition of the patient's symptoms and concerns.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor has completed three out of four sections, but the plan section is missing a clear explanation of the treatment plan.",0.75,4,0.82
item_0096,96,2,True,False,22,0,0.0,22,2,,0.92,24,,"The communication quality score is low due to two unclear or confusing sentences, one where the doctor asks if the patient has attempted to quit smoking before and another where the doctor mentions ""we'll discuss some other options that might work better for you"" without specifying what those options are.",0.5,2,32,2,,0.94,34,,0.83,10,2,12,4,,1.0,4,0.86
item_0097,97,1,True,False,23,0,0.0,13,1,,0.93,14,,The SOAP note contains unclear sentences and unnecessary repetition of information.,0.5,2,20,4,,0.83,24,,0.75,9,3,12,4,"The SOAP note includes all four sections (subjective, objective, assessment, and plan) correctly.",1.0,4,0.81
item_0098,98,1,True,False,25,0,0.0,13,1,"The generated SOAP note accurately reports the patient's symptoms, medical history, and treatment plan, but incorrectly states that the patient has a regular heart rhythm.",0.93,14,,"The generated SOAP note contains unclear sentences (""The patient, Miguel, reports severe cravings and anxiety when attempting to quit smoking."") and unnecessary repetition (""We'll schedule monthly follow-ups for the next 6 months to monitor your progress with smoking cessation and COPD management"").",0.5,2,20,3,"The generated SOAP note captures most of the important details from the RAW TRANSCRIPT, but misses the patient's age, gender, and ethnicity.",0.87,23,"The generated SOAP note captures some patient-specific details, but misses the patient's duration of symptoms, lifestyle, occupation, and medical history.",0.71,5,2,7,3,"The generated SOAP note accurately reports the treatment plan, but incompletely addresses the patient's questions about the plan.",0.75,4,0.82
item_0099,99,1,True,False,21,0,0.0,22,2,"The SOAP note accurately captures most medical claims, but incorrectly states the patient's smoking habits as ""around 15-20 cigarettes daily"" instead of ""for about 15 years now"".",0.92,24,,"The SOAP note contains unclear sentences (""I see some mild erythema of the oropharynx, but no exudates"") and unnecessary repetition (""We’re also awaiting results from a full lipid panel and blood pressure monitoring to reassess any chronic conditions during your follow-up visit"").",0.5,2,16,1,"The SOAP note captures most important details, but misses the patient's mental health history and lifestyle information.",0.94,17,"The SOAP note captures most patient-specific details, but misses the patient's age, gender, ethnicity, and occupation.",0.88,7,1,8,3,"The SOAP note completes three out of four sections (Subjective, Objective, Assessment, and Plan), but is missing the ""Follow-up"" section.",0.75,4,0.86
item_0100,100,1,True,False,23,0,0.0,22,2,,0.92,24,,"The communication quality is nearly perfect, with only one minor issue related to the doctor's tone being overly reassuring.",0.9,1,15,2,,0.88,17,,0.88,7,1,8,3,The instruction following score is lower than expected due to one incomplete section related to the doctor's explanation of the medication plan.,0.75,4,0.86
item_0101,101,1,True,False,25,0,0.0,13,1,,0.93,14,,The communication quality score is low due to a single unclear sentence in the plan section.,0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,The plan section is incomplete as it does not include a clear explanation of the treatment plan or any specific instructions for the patient.,0.75,4,0.86
item_0102,102,1,True,False,21,0,0.0,13,1,,0.93,14,,"The communication quality is excellent, with no issues or concerns noted in the transcript.",1.0,1,15,2,,0.88,17,,0.83,5,1,6,4,"The SOAP note follows the standard instruction format perfectly, with all four sections (Subjective, Objective, Assessment, and Plan) present and correct.",1.0,4,0.89
item_0103,103,1,True,False,17,0,0.0,13,1,,0.93,14,,The communication quality score is low due to a single unclear sentence in the objective section.,0.5,1,22,2,,0.92,24,,0.88,7,1,8,4,The instruction following score is perfect due to all sections being complete and accurate.,1.0,4,0.89
item_0104,104,1,True,False,22,0,0.0,13,1,,0.93,14,,The SOAP note contains unclear sentences and unnecessary repetition.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,The SOAP note is missing a clear plan section.,0.75,4,0.81
item_0105,105,2,True,False,12,0,0.0,22,2,,0.92,24,,"The communication quality is good overall, but there is a minor issue with the doctor's tone being slightly too formal in one sentence.",0.8,1,15,2,,0.88,17,,0.78,7,2,9,3,"The plan is mostly complete, but the doctor's instructions for maintaining a balanced diet could be more specific.",0.75,4,0.82
item_0106,106,3,True,False,15,0,0.0,13,1,,0.93,14,,The doctor uses a somewhat formal tone and makes one unclear statement about the patient's mobility.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the subjective section is somewhat brief.",0.75,4,0.82
item_0107,107,1,True,False,25,0,0.0,22,2,,0.92,24,,"The communication quality score is 0.5 due to a single unclear sentence (""I’d like to start you on gabapentin 300 mg, taken three times a day for nerve pain"").",0.5,1,13,2,,0.87,15,,0.88,7,1,8,4,"The instruction following score is 1.00, indicating that all 4 SOAP sections (Subjective, Objective, Assessment, and Plan) are complete.",1.0,4,0.89
item_0108,108,1,True,False,13,0,0.0,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is unnecessary repetition in the plan.",0.5,3,15,2,,0.88,17,,0.89,8,1,9,3,"The plan is mostly complete, but the doctor could have provided more detail on the treatment plan.",0.75,4,0.86
item_0109,109,1,True,False,24,0,0.0,22,2,,0.92,24,,"The communication quality is good overall, with only one minor issue of unclear language in the prescription instructions.",0.8,1,13,2,,0.87,15,,0.83,5,1,6,3,The instruction following score is lower than expected due to incomplete documentation of the treatment plan.,0.75,4,0.84
item_0110,110,2,True,False,23,0,0.0,13,1,,0.93,14,,"The communication quality score is low due to two unclear or confusing sentences (""The palpitations may be secondary to anxiety exacerbated by hypertension; however, arrhythmias, hyperthyroidism, and electrolyte imbalances need to be ruled out"" and ""We'll also complete your blood tests, including CBC, BMP, and TFTs"").",0.5,2,14,1,,0.93,15,,0.88,7,1,8,3,"The instruction following score is low because one section (the plan) is incomplete, lacking specific details such as the dosage of Metoprolol and the frequency of follow-up appointments.",0.75,4,0.84
item_0111,111,1,True,False,15,0,0.0,13,1,"The generated SOAP note accurately reports the patient's symptoms, vitals, and potential causes for palpitations, but incorrectly states that the patient has a fever.",0.93,14,,There are no communication issues in the generated SOAP note.,1.0,1,15,2,"The generated SOAP note captures most of the important details, but misses the patient's medical history and lifestyle recommendations.",0.88,17,"The generated SOAP note captures most of the patient-specific details, but misses the patient's age and ethnicity.",0.88,7,1,8,3,"The generated SOAP note completes three out of four sections (Subjective, Objective, Assessment), but is missing a clear Plan section.",0.75,4,0.86
item_0112,112,1,True,False,25,0,0.0,22,2,,0.92,24,,The doctor uses clear sentences but repeats some information and uses a somewhat formal tone.,0.5,3,13,2,,0.87,15,,0.88,7,1,8,3,"The doctor completes three out of four sections, missing the subjective section.",0.75,4,0.86
item_0113,113,1,True,False,18,0,0.0,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is a slight repetition in the explanation of the treatment plan.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.82
item_0114,114,1,True,False,16,0,0.0,13,1,,0.93,14,,The doctor uses a somewhat formal tone and makes one unclear statement about the Holter monitor.,0.5,3,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.82
item_0115,115,1,True,False,18,0,0.0,23,1,"The generated SOAP note accurately reported the patient's symptoms, vital signs, and physical examination findings, but incorrectly stated that there were no fever or weight loss.",0.9583,24,,"The generated SOAP note contained unclear sentences and unnecessary repetition, which affected its overall communication quality.",0.5,2,14,1,"The generated SOAP note captured most of the important details from the RAW TRANSCRIPT, but missed the patient's medical history and lifestyle information.",0.9333,15,"The generated SOAP note captured most of the patient-specific details from the RAW TRANSCRIPT, but missed the patient's age and ethnicity.",0.875,7,1,8,4,"The generated SOAP note accurately reported all four SOAP sections (Subjective, Objective, Assessment, and Plan).",1.0,4,0.8875
item_0116,116,1,True,False,13,0,0.0,13,1,,0.93,14,,The doctor uses a few unclear sentences and makes an assumption about the patient's understanding of the Romberg test without clarifying it.,0.5,3,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the assessment section is somewhat brief and lacks detail.",0.75,4,0.82
item_0117,117,1,True,False,23,0,0.0,22,2,,0.92,24,,The communication quality score is low due to a single unclear sentence where the doctor asks if the patient has any other questions or concerns.,0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The instruction following score is low because only three out of four sections (Subjective, Objective, Assessment, and Plan) are complete.",0.75,4,0.84
item_0118,118,1,True,False,25,0,0.0,22,2,,0.92,24,,The communication quality score is reduced due to two minor issues with sentence structure and clarity.,0.5,2,16,1,,0.94,17,,0.88,7,1,8,4,The instruction following score is perfect due to all four sections being complete and accurately documented.,1.0,4,0.89
item_0119,119,2,True,False,13,0,0.0,22,2,"The SOAP note accurately captures most medical claims, but incorrectly states the patient's symptoms as constant instead of intermittent.",0.92,24,,The SOAP note has a minor issue with unclear language in one sentence.,0.9,1,15,2,"The SOAP note captures most important details, but misses the patient's medical history and lifestyle information.",0.88,17,"The SOAP note captures most patient-specific details, but misses the patient's age and ethnicity.",0.83,5,1,6,3,The SOAP note is missing a clear plan for treatment in addition to the other three sections.,0.75,4,0.84
item_0120,120,4,True,False,21,0,0.0,13,1,,0.93,14,,"The doctor uses a clear and professional tone, but there is a slight repetition in the instructions.",0.5,2,20,4,,0.83,24,,0.75,9,3,12,4,The SOAP note accurately follows the standard format and includes all necessary sections.,1.0,4,0.88
item_0121,121,1,True,False,11,0,0.0,12,2,"The generated SOAP note accurately reported the patient's symptoms, but incorrectly stated that no physical exam or laboratory tests were conducted during the conversation.",0.86,14,,"The generated SOAP note had one minor issue with unclear language in the ""Plan"" section.",0.9,1,15,2,"The generated SOAP note captured most of the important details from the RAW TRANSCRIPT, but missed the patient's medical history and the doctor's explanation of the potential causes for the symptoms.",0.88,17,"The generated SOAP note captured most of the patient-specific details from the RAW TRANSCRIPT, but missed the patient's age and ethnicity.",0.88,7,1,8,3,The generated SOAP note was missing a clear explanation of the doctor's plan for the patient's treatment.,0.75,4,0.84
item_0122,122,1,True,False,19,0,0.0,22,2,,0.92,24,,"The communication quality is excellent, with no issues or concerns raised during the conversation.",1.0,1,15,2,,0.88,17,,0.88,7,1,8,3,"The SOAP note is mostly complete, but it lacks a clear plan for addressing the patient's concerns between visits.",0.75,4,0.86
item_0123,123,1,True,False,24,0,0.0,22,2,,0.92,24,,The communication quality score is low due to a single unclear sentence where the doctor asks if the patient has any other questions or concerns.,0.5,1,15,2,,0.88,17,,0.88,7,1,8,4,The instruction following score is perfect as all sections are complete and accurate.,1.0,4,0.86
item_0124,124,1,True,False,0,0,,13,1,,0.93,14,"1 validation error for ClaimVerificationResult
  Invalid JSON: expected `,` or `}` at line 171 column 7 [type=json_invalid, input_value='{\n  ""claims"": [\n    {\...llowed claim limit.""\n}', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/json_invalid","The doctor uses clear sentences, but there is unnecessary repetition in the plan section.",0.5,2,20,4,,0.83,24,,0.75,9,3,12,4,The SOAP note includes all four sections and is complete.,1.0,4,0.84
item_0125,125,1,True,False,15,0,0.0,13,1,,0.93,14,,The SOAP note contains unclear sentences regarding the medication Buprenorphine-Naloxone (Suboxone) and its dosage.,0.5,2,20,4,,0.83,24,,0.75,9,3,12,4,"The SOAP note accurately includes all four sections (Subjective, Objective, Assessment, and Plan).",1.0,4,0.82
item_0126,126,1,True,False,16,0,0.0,13,1,"The generated SOAP note accurately captures most medical claims, but incorrectly states that the patient has been experiencing symptoms for ""approximately six months"" when in fact it is stated as ""about six months now"".",0.93,14,,"The generated SOAP note contains unclear or confusing sentences (""Opioid withdrawal syndrome leading to significant impairment in daily life, necessitating comprehensive management."") and unnecessary repetition (""We need to address this comprehensively"").",0.5,3,15,2,"The generated SOAP note captures most important details, but misses the patient's age and ethnicity.",0.88,17,"The generated SOAP note captures some patient-specific details, but misses the patient's medical history and lifestyle information.",0.75,6,2,8,3,"The generated SOAP note completes three out of four sections (Subjective, Assessment, Plan), but is missing the Objective section.",0.75,4,0.82
item_0127,127,2,True,False,18,0,0.0,23,1,"The generated SOAP note accurately captures most medical claims, but incorrectly states the patient's occupation as ""Caucasian female"" instead of ""Caucasian"".",0.9583,24,,"The generated SOAP note contains unclear sentences (""I'm going to start you on Buprenorphine/Naloxone 8 mg/2 mg sublingual film daily for the next 14 days"") and unnecessary repetition.",0.5,2,14,1,"The generated SOAP note captures most important details, but misses the patient's duration of symptoms (2 years) and lifestyle information (exercise, diet).",0.9333,15,"The generated SOAP note captures most patient-specific details, but misses the patient's age (34) and occupation information.",0.8333,5,1,6,4,The generated SOAP note accurately completes all 4 SOAP sections.,1.0,4,0.8833
item_0128,128,1,True,False,15,0,0.0,13,1,,0.93,14,,The doctor uses a somewhat formal tone and makes one unclear statement about the patient's history with opioids.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.81
item_0129,129,1,True,False,24,0,0.0,13,1,"The generated SOAP note accurately reports the patient's opioid dependence, withdrawal symptoms, and prescribed treatment plan, but incorrectly states that the urine drug screen is negative for other substances.",0.93,14,,"The generated SOAP note contains a few unclear sentences regarding lifestyle changes, but overall communication is clear and professional.",0.8,2,16,1,"The generated SOAP note captures most of the important details from the RAW TRANSCRIPT, but misses the patient's age and ethnicity.",0.94,17,"The generated SOAP note captures most of the patient-specific details from the RAW TRANSCRIPT, but misses the patient's occupation and medical history.",0.89,8,1,9,4,"The generated SOAP note accurately reports all four SOAP sections (Subjective, Objective, Assessment, and Plan).",1.0,4,0.92
item_0130,130,1,True,False,21,0,0.0,22,2,,0.92,24,,The communication quality score is low due to a single unclear or confusing sentence regarding the patient's symptoms.,0.5,1,15,2,,0.88,17,,0.75,6,2,8,3,The instruction following score is low due to one incomplete section regarding the patient's diet and lifestyle plan.,0.75,4,0.82
item_0131,131,1,True,False,15,0,0.0,22,2,"The SOAP note accurately captured most medical claims, but missed the patient's smoking history and mentioned a food desert without explicit mention in the transcript.",0.92,24,,The SOAP note contained unclear sentences regarding lifestyle changes in a food desert without explicit mention of resources provided by the doctor.,0.5,2,14,1,"The SOAP note captured most important details, but missed the patient's joint pain and swelling.",0.93,15,"The SOAP note captured most patient-specific details, but missed the patient's age and ethnicity.",0.88,7,1,8,3,"The SOAP note accurately followed the instruction of having all four sections present, but did not capture the doctor's explanation for the patient's condition in detail.",0.75,4,0.88
item_0132,132,1,True,False,22,0,0.0,22,2,"The SOAP note accurately captured most medical claims, but missed one claim about the patient's history of quitting smoking.",0.92,24,,"The SOAP note contained one unclear sentence (""I’m referring you to Dr. Sarah Johnson, a nutritionist, for dietary counseling."") and one unnecessary repetition of the doctor's name.",0.5,2,29,5,"The SOAP note captured most important details, but missed symptoms (e.g., fever, weight loss), lifestyle information (e.g., occupation), and some medical history.",0.85,34,"The SOAP note captured some patient-specific details but missed important information about the patient's age, ethnicity, and duration of symptoms.",0.75,9,3,12,4,"The SOAP note accurately followed the standard SOAP note format with all four sections (subjective, objective, assessment, plan) present and complete.",1.0,4,0.83
item_0133,133,1,True,False,24,0,0.0,22,2,"The SOAP note accurately reports most medical claims, but incorrectly states the patient's oxygen saturation as 95% instead of 92%.",0.92,24,,The SOAP note contains a single unclear sentence regarding the patient's symptoms.,0.5,1,15,2,"The SOAP note captures most important details, but misses the patient's age and ethnicity.",0.88,17,"The SOAP note captures some patient-specific details, but misses important information such as the patient's lifestyle and occupation.",0.75,6,2,8,3,"The SOAP note completes three out of four sections, but lacks a clear plan for addressing the patient's sleep disturbances.",0.75,4,0.82
item_0134,134,1,True,False,23,0,0.0,32,2,,0.94,34,,"The SOAP note contains two unclear or confusing sentences (""moderate"" without specifying frequency and ""no murmurs or gallops; lungs clear to auscultation bilaterally"", which could be rephrased for clarity).",0.5,2,22,1,,0.96,23,,0.9,9,1,10,4,The SOAP note accurately follows the standard instruction format for a clinical SOAP note.,1.0,4,0.92
item_0135,135,1,True,False,15,0,0.0,13,1,,0.93,14,,The doctor uses a somewhat abrupt tone in the last sentence of the SOAP note.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of the four sections, but misses detailing the patient's lifestyle and occupation.",0.75,4,0.82
item_0136,136,1,True,False,20,0,0.0,22,2,,0.92,24,,The communication quality score is low due to two unclear or confusing sentences in the SOAP note.,0.5,2,14,1,,0.93,15,,0.88,7,1,8,4,The SOAP note follows all four sections correctly.,1.0,4,0.89
item_0137,137,1,True,False,25,0,0.0,13,1,,0.93,14,,The communication quality score is low due to a single unclear or confusing sentence about the patient's blood pressure being within normal range when it was actually high.,0.5,1,15,2,,0.88,17,,0.67,4,2,6,3,The instruction following score is slightly below perfect due to one incomplete section of the plan.,0.75,4,0.82
item_0138,138,1,True,False,21,0,0.0,13,1,"The generated SOAP note accurately reports most medical claims, but incorrectly states that the patient has a history of gout without specifying the exact type.",0.93,14,,The generated SOAP note contains unclear sentences and unnecessary repetition of information.,0.5,2,14,1,"The generated SOAP note captures most important details, but misses the patient's occupation and hobbies.",0.93,15,"The generated SOAP note captures most patient-specific details, but misses the patient's exact age and ethnicity.",0.88,7,1,8,3,"The generated SOAP note completes three out of four sections (Subjective, Objective, Assessment, and Plan), but is missing a clear section for the patient's history.",0.75,4,0.88
item_0139,139,2,True,False,19,0,0.0,13,1,"The generated SOAP note accurately reports the patient's symptoms, vital signs, and physical examination findings, but incorrectly states that the patient has not experienced fevers or chills.",0.93,14,,"The generated SOAP note contains unclear sentences and unnecessary repetition, which detract from its overall quality.",0.5,2,14,1,"The generated SOAP note captures most of the important details from the RAW TRANSCRIPT, but misses the patient's smoking history.",0.93,15,"The generated SOAP note captures most of the patient-specific details from the RAW TRANSCRIPT, but misses the patient's age and ethnicity.",0.88,7,1,8,3,"The generated SOAP note accurately reports the doctor's plan, but does not include a clear summary of the diagnosis or treatment plan.",0.75,4,0.88
item_0140,140,1,True,False,17,0,0.0,22,2,,0.92,24,,"The doctor uses a clear and concise sentence structure, but the patient's response is brief and lacks emotional expression.",0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.86
item_0141,141,1,True,False,16,0,0.0,13,1,,0.93,14,,"The doctor uses a somewhat formal tone and repeats some information, but overall the communication is clear.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the plan section is missing some specific details.",0.75,4,0.81
item_0142,142,1,True,False,20,0,0.0,22,2,"The generated SOAP note accurately reported most medical claims, but incorrectly stated the patient's oxygen saturation as 95% instead of 88%.",0.92,24,,"The generated SOAP note contained unclear sentences (""The patient reports severe shortness of breath that has worsened over the past three days, accompanied by fatigue, light-headedness, persistent dry cough, and chest discomfort."").",0.5,2,28,6,"The generated SOAP note captured most important details, but missed the patient's age, gender, ethnicity, and specific medications (Losartan), as well as some symptoms (gastrointestinal).",0.82,34,"The generated SOAP note captured some patient-specific details, but missed the patient's lifestyle (exercise), medical history (Interstitial Lung Disease and Hypertension), and social history (diet).",0.75,9,3,12,3,"The generated SOAP note accurately reported the four sections, but did not provide a clear plan for treatment.",0.75,4,0.81
item_0143,143,1,True,False,25,0,0.0,22,2,,0.92,24,,"The doctor's explanation of the patient's symptoms and diagnosis was clear, but there were a few instances of unnecessary repetition.",0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The doctor's plan was mostly complete, but the section on nutritional assistance could have been more detailed.",0.75,4,0.86
item_0144,144,1,True,False,20,0,0.0,22,2,,0.92,24,,"The doctor's sentence ""It’s crucial that you follow the medication regimen and attend all scheduled tests and follow-up appointments"" is unclear and could be rephrased for better communication.",0.5,1,15,2,,0.88,17,,0.88,7,1,8,3,"The plan section is missing a clear explanation of the patient's lifestyle and occupation, which could provide additional context for the diagnosis.",0.75,4,0.86
