item,meta_index,meta_iterations,has_agent3_result,has_gt_validator,n_omissions,n_additions,n_additions_unsupported_by_transcript,n_additions_supported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript,n_hallucinations_or_unjustified_inferences,agent3_n_claims,agent3_n_unsupported_claims,agent3_unsupported_claim_rate,judge_overall_grade,agent3_accuracy_correct,agent3_accuracy_incorrect,agent3_accuracy_reason,agent3_accuracy_score,agent3_accuracy_total_claims,agent3_claim_verification_error,agent3_communication_quality_reason,agent3_communication_quality_score,agent3_communication_total_issues,agent3_completeness_captured,agent3_completeness_missing,agent3_completeness_reason,agent3_completeness_score,agent3_completeness_total_details,agent3_context_awareness_reason,agent3_context_awareness_score,agent3_context_captured,agent3_context_missing,agent3_context_total_details,agent3_instruction_complete_sections,agent3_instruction_following_reason,agent3_instruction_following_score,agent3_instruction_total_sections,agent3_overall_score,clinical_recall_all_gen_count,clinical_recall_all_gt_count,clinical_recall_all_n_gen_only,clinical_recall_all_n_gt_only,clinical_recall_all_n_overlap,clinical_recall_all_overlap_count,clinical_recall_all_recall,clinical_recall_labs_gen_count,clinical_recall_labs_gt_count,clinical_recall_labs_n_gen_only,clinical_recall_labs_n_gt_only,clinical_recall_labs_n_overlap,clinical_recall_labs_overlap_count,clinical_recall_labs_recall,clinical_recall_medications_gen_count,clinical_recall_medications_gt_count,clinical_recall_medications_n_gen_only,clinical_recall_medications_n_gt_only,clinical_recall_medications_n_overlap,clinical_recall_medications_overlap_count,clinical_recall_medications_recall,clinical_recall_symptoms_gen_count,clinical_recall_symptoms_gt_count,clinical_recall_symptoms_n_gen_only,clinical_recall_symptoms_n_gt_only,clinical_recall_symptoms_n_overlap,clinical_recall_symptoms_overlap_count,clinical_recall_symptoms_recall,entities_generated_n_all_entities,entities_generated_n_labs,entities_generated_n_medications,entities_generated_n_symptoms,entities_gt_n_all_entities,entities_gt_n_labs,entities_gt_n_medications,entities_gt_n_symptoms,gt_item,gt_validator_error,judge_overall_summary,n_addition_evidence_entries,n_section_grades_additions,n_section_grades_omissions,structural_assessment_alignment_score,structural_overall_rouge_l_f1,structural_overall_token_f1,structural_plan_alignment_score,structural_section_Assessment_gen_present,structural_section_Assessment_gt_present,structural_section_Assessment_rouge_l_f1,structural_section_Assessment_token_f1,structural_section_Objective_gen_present,structural_section_Objective_gt_present,structural_section_Objective_rouge_l_f1,structural_section_Objective_token_f1,structural_section_Plan_gen_present,structural_section_Plan_gt_present,structural_section_Plan_rouge_l_f1,structural_section_Plan_token_f1,structural_section_Subjective_gen_present,structural_section_Subjective_gt_present,structural_section_Subjective_rouge_l_f1,structural_section_Subjective_token_f1
item_0099,99,1,True,True,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26,0,0.0,B,22,2,"The SOAP note accurately captured most medical claims, but missed one claim about the patient's initial resistance to quitting smoking.",0.92,24,,The SOAP note contained one unclear or confusing sentence regarding the patient's initial resistance to quitting smoking.,0.5,1,15,2,"The SOAP note captured most important details, but missed two crucial pieces of information about the patient's medical history and lifestyle.",0.88,17,"The SOAP note captured most patient-specific details, but missed one important piece of information about the patient's lifestyle.",0.88,7,1,8,3,"The SOAP note was mostly complete and followed the correct instructions, but missed one crucial detail about the patient's follow-up appointment.",0.75,4,0.86,17,23,9,15,8,8,0.34782608695652173,5,6,2,3,3,3,0.5,5,3,3,1,2,2,0.6666666666666666,11,9,6,4,5,5,0.5555555555555556,17,5,5,11,23,6,3,9,item_0099,,"The generated note is mostly clinically aligned and clearly usable. The Subjective, Objective, and Assessment sections are accurately captured without any omissions or unsupported additions. The Plan section, however, contains a moderate omission regarding the instruction to await full lipid panel and subsequent blood pressure readings for hypertension and hyperlipidemia, along with minor omissions of the specific timing for nicotine patch application and the patient's agreement to the plan. There are no unsupported or unknown additions in the note.",1,1.0,3.0,0.7142857142857143,0.5867552657011015,0.7004938904252406,0.7368421052631579,True,True,0.5714285714285715,0.7142857142857143,True,True,0.6923076923076924,0.7297297297297298,True,True,0.588235294117647,0.7368421052631579,True,True,0.4950495049504951,0.6211180124223602
item_0100,100,1,True,True,22.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,19,0,0.0,C,12,2,,0.86,14,,The SOAP note contains one unclear or confusing sentence regarding the lack of assessment.,0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,The SOAP note is missing a clear plan for the patient's follow-up appointment.,0.75,4,0.84,7,27,5,25,2,2,0.07407407407407407,0,3,0,3,0,0,0.0,1,1,0,0,1,1,1.0,4,17,3,16,1,1,0.058823529411764705,7,0,1,4,27,3,1,17,item_0100,,"The note accurately captures the patient's chief complaint, core HPI, and diagnosis. However, it suffers from numerous omissions, particularly in the Plan section, where critical medication details (duration, specific instructions, rationale), comprehensive patient education (side effects, when to reach out), and patient agreements are missing. Several important details are also omitted from the Subjective section, making the overall clinical picture less complete. All additions were supported by the transcript and did not negatively impact the grade.",4,2.0,22.0,0.0,0.0,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0,True,False,0.0,0.0
item_0101,101,1,True,True,21.0,6.0,0.0,6.0,0.0,1.0,4.0,1.0,6.0,0.0,0.0,3.0,0.0,16,0,0.0,B,13,1,,0.93,14,,"The communication quality is excellent, with no issues or concerns raised during the conversation.",1.0,1,13,2,,0.87,15,,0.8,8,2,10,3,The plan section is incomplete as it does not include a clear explanation of the treatment plan or any specific instructions for the patient.,0.75,4,0.84,13,25,7,19,6,6,0.24,3,2,1,0,2,2,1.0,1,2,0,1,1,1,0.5,5,13,4,12,1,1,0.07692307692307693,13,3,1,5,25,2,2,13,item_0101,,"The generated note is mostly clinically aligned and clearly usable, capturing the core elements of the patient's presentation, diagnosis, and plan. A significant strength is the absence of any unsupported or unknown additions. However, the note receives a B due to several moderate omissions across the Subjective and Objective sections, including important details regarding functional impairment, social/family history, and key mental status examination findings. While these omissions reduce the completeness of the documentation, they do not introduce misleading content or severely compromise clinical utility.",6,6.0,21.0,0.37499999999999994,0.35696726120076194,0.4983368706983894,0.6628571428571428,True,True,0.3529411764705882,0.37499999999999994,True,True,0.42553191489361697,0.5531914893617021,True,True,0.43362831858407086,0.6628571428571428,True,True,0.21576763485477174,0.40229885057471265
item_0102,102,2,True,True,35.0,0.0,,,,,,,,,,6.0,0.0,18,0,0.0,D,13,1,,0.93,14,,The communication quality score is low due to a single unclear sentence in the plan section.,0.5,1,15,2,,0.88,17,,0.75,6,2,8,4,The instruction following score is perfect since all sections are complete and accurate.,1.0,4,0.84,19,25,9,15,10,10,0.4,6,6,2,2,4,4,0.6666666666666666,2,3,0,1,2,2,0.6666666666666666,11,12,8,9,3,3,0.25,19,6,2,11,25,6,3,12,item_0102,,"The generated note captures the core subjective and objective findings reasonably well, earning B grades in those sections. However, the Assessment section omits a secondary diagnosis (Hypertension), and the Plan section has significant omissions, including the entire Investigations and Instructions sections. These missing critical elements for patient care, safety, and follow-up materially reduce the clinical usefulness of the note, leading to an overall grade of D.",0,0.0,35.0,0.7000000000000001,0.48041349383493603,0.5828828315806791,0.5915492957746479,True,True,0.7272727272727273,0.7000000000000001,True,True,0.6213592233009709,0.7380952380952381,True,True,0.37583892617449666,0.5915492957746479,True,True,0.1971830985915493,0.3018867924528302
item_0103,103,1,True,True,15.0,0.0,,,,,,,,,,3.0,0.0,18,0,0.0,C,13,1,,0.93,14,,The communication quality is excellent with no issues found in the provided transcript.,1.0,1,22,2,,0.92,24,,0.88,7,1,8,4,The instruction following score is excellent as all sections are complete and accurate.,1.0,4,0.89,28,32,12,16,16,16,0.5,8,7,2,1,6,6,0.8571428571428571,1,0,1,0,0,0,0.0,13,15,8,10,5,5,0.3333333333333333,28,8,1,13,32,7,0,15,item_0103,,"The generated SOAP note is broadly usable but contains noticeable gaps in the Subjective and Plan sections. The Subjective section omits several clinically important details regarding the patient's history of present illness, including specific symptom patterns, impact on employment, detailed lifestyle factors, and social history. The Plan section notably omits the patient's agreement to the treatment plan and the detailed rationale for psychotherapy and resource provision, which are important for documenting shared decision-making and adherence. The Objective section has a few minor omissions from the Mental Status Exam.",0,0.0,15.0,0.5365853658536585,0.44017966414965226,0.6045371081287207,0.6946107784431138,True,True,0.40404040404040403,0.5365853658536585,True,True,0.5633802816901408,0.7692307692307692,True,True,0.514018691588785,0.6946107784431138,True,True,0.2792792792792793,0.4177215189873417
item_0104,104,2,True,True,16.0,3.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0,13,0,0.0,C,12,2,,0.86,14,,"The communication quality score is 0.5 due to the presence of unclear or confusing sentences, unprofessional language, and unnecessary repetition in the generated SOAP note.",0.5,3,13,2,,0.87,15,,0.88,7,1,8,3,"The instruction following score is 0.75 due to the incomplete plan section, which lacks specific information on dosage and potential side effects.",0.75,4,0.83,10,20,5,15,5,5,0.25,0,1,0,1,0,0,0.0,1,1,1,1,0,0,0.0,6,8,4,6,2,2,0.25,10,0,1,6,20,1,1,8,item_0104,,"The generated note provides a clinically usable summary of the patient's visit, capturing the chief complaint, core depressive symptoms, diagnosis, and main treatment strategies. However, it has multiple moderate omissions across the Subjective and Plan sections. Key details regarding the extent of the patient's impairment, a complete review of systems, specific medication details (quantity), and crucial patient education on medication adherence and potential side effects are missing. All additions were supported by the transcript and did not negatively impact the grade.",6,3.0,16.0,0.3157894736842105,0.23364563574936614,0.3036369248902047,0.5290322580645161,True,True,0.3157894736842105,0.3157894736842105,True,True,0.10526315789473685,0.10526315789473685,True,True,0.31840796019900497,0.5290322580645161,True,True,0.1951219512195122,0.2644628099173554
item_0105,105,1,True,True,10.0,6.0,1.0,8.0,0.0,2.0,5.0,2.0,8.0,0.0,0.0,0.0,1.0,21,0,0.0,C,13,1,,0.93,14,,The doctor uses a somewhat abrupt tone in the prescription section and repeats some information.,0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the subjective section is somewhat brief.",0.75,4,0.81,14,17,11,14,3,3,0.17647058823529413,4,4,4,4,0,0,0.0,2,2,1,1,1,1,0.5,6,9,5,8,1,1,0.1111111111111111,14,4,2,6,17,4,2,9,item_0105,,"The note has noticeable gaps and multiple moderate issues, particularly in the Subjective and Plan sections. Key patient history regarding chronic conditions (diabetes and hypertension) is omitted from the HPI, and crucial instructions for managing these conditions are missing from the Plan. The specific diagnosis is also omitted from the Assessment, and the MRI imaging plan is not fully captured. While the note is broadly usable, these omissions make it meaningfully incomplete and require careful review.",9,6.0,11.0,0.07999999999999999,0.3704532344287316,0.47919759253092586,0.6103896103896104,True,True,0.07999999999999999,0.07999999999999999,True,True,0.547945205479452,0.6461538461538462,True,True,0.45226130653266333,0.6103896103896104,True,True,0.40160642570281124,0.5802469135802468
item_0106,106,1,True,True,12.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19,0,0.0,C,13,1,,0.93,14,,The SOAP note contains a single unclear sentence regarding transportation assistance.,0.5,1,15,2,,0.88,17,,0.67,4,2,6,3,"The SOAP note is mostly complete, but it lacks a clear plan for addressing the patient's transportation issues.",0.75,4,0.81,17,21,4,8,13,13,0.6190476190476191,8,9,1,2,7,7,0.7777777777777778,3,3,0,0,3,3,1.0,7,9,4,6,3,3,0.3333333333333333,17,8,3,7,21,9,3,9,item_0106,,"The generated note provides a generally accurate overview but has noticeable gaps in clinically important information. Key omissions include the patient's history of peripheral neuropathy and Type 2 Diabetes in the Subjective section, and the specific diagnosis of Other Chronic Pain along with detailed clinical reasoning in the Assessment section. Several minor details regarding patient education, adherence discussions, and the specific context/purpose of some interventions are also omitted from the Plan. No unsupported or unknown additions were identified.",2,1.0,12.0,0.3142857142857143,0.38668762784599603,0.5001900400995078,0.5547445255474454,True,True,0.28205128205128205,0.3142857142857143,True,True,0.6105263157894737,0.7045454545454545,True,True,0.43678160919540227,0.5547445255474454,True,True,0.21739130434782614,0.42718446601941745
item_0107,107,1,True,True,21.0,0.0,,,,,,,,,,1.0,0.0,25,0,0.0,B,22,2,,0.92,24,,"The SOAP note contains two unclear sentences, one stating ""I'd like to start you on gabapentin 300 mg three times a day for nerve pain management"" and another stating ""We'll try this for one month and see how it helps"", which could be considered unclear or confusing.",0.5,2,15,2,,0.88,17,,0.88,7,1,8,4,,1.0,4,0.86,15,19,7,11,8,8,0.42105263157894735,4,3,4,3,0,0,0.0,3,3,1,1,2,2,0.6666666666666666,5,5,2,2,3,3,0.6,15,4,3,5,19,3,3,5,item_0107,,"The generated SOAP note is mostly clinically aligned and clearly usable. It accurately captures all major clinical information, including the chief complaint, key physical exam findings, assessment, and the core plan. There are no unsupported or unknown additions. However, the note has several minor to moderate omissions, particularly in the Subjective section regarding detailed HPI elements and ROS specifics, and some granular details in the Objective and Plan sections. These omissions reduce the overall completeness but do not significantly impact the clinical utility or safety of the note.",0,0.0,21.0,0.6666666666666666,0.5284607919088373,0.6096667424644382,0.6946107784431137,True,True,0.6666666666666666,0.6666666666666666,True,True,0.5934065934065934,0.6582278481012658,True,True,0.593607305936073,0.6946107784431137,True,True,0.26016260162601623,0.41916167664670656
item_0108,108,1,True,True,15.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13,0,0.0,C,13,1,,0.93,14,,"The doctor uses a somewhat abrupt tone in the plan section, and there is unnecessary repetition of the patient's agreement with the plan.",0.5,3,15,2,,0.88,17,,0.78,7,2,9,3,"The doctor mentions the need for a follow-up appointment, but does not specify the date or time.",0.75,4,0.82,17,14,9,6,8,8,0.5714285714285714,1,3,1,3,0,0,0.0,1,1,0,0,1,1,1.0,7,9,3,5,4,4,0.4444444444444444,17,1,1,7,14,3,1,9,item_0108,,"The overall note is usable but has noticeable gaps, primarily in the Subjective section. While the Objective and Plan sections are strong, the Subjective section omits several clinically important details from the HPI and a significant portion of the Review of Systems, including the critical omission of Chronic Kidney Disease Stage 2 with dietary restrictions. The Assessment section also misses some context regarding the patient's history and current progression. There are no unsupported or unknown additions that negatively impact the grade.",2,1.0,15.0,0.47058823529411764,0.4585159406813846,0.5841878834589577,0.7719298245614035,True,True,0.3243243243243243,0.47058823529411764,True,True,0.6440677966101696,0.7777777777777778,True,True,0.6666666666666666,0.7719298245614035,True,True,0.1990049751243781,0.31645569620253167
item_0109,109,1,True,True,10.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22,0,0.0,B,14,1,,0.93,15,,The communication quality score is low due to a single unclear or confusing sentence about the patient's family medical history.,0.5,1,18,2,,0.9,20,,0.8,8,2,10,4,The instruction following score is perfect as all four SOAP sections are present and correct.,1.0,4,0.86,18,17,9,8,9,9,0.5294117647058824,6,5,1,0,5,5,1.0,2,2,1,1,1,1,0.5,5,8,4,7,1,1,0.125,18,6,2,5,17,5,2,8,item_0109,,"The generated note provides a mostly accurate and usable summary of the patient's visit, capturing the chief complaint, HPI, objective findings, assessment, and core plan. However, the Subjective section significantly deviates from standard SOAP structure by omitting dedicated sections for Review of Systems, Current Medications, Past Medical History, and Family History, along with some specific details. The Plan section also has several minor and two moderate omissions related to patient education and safety. There are no unsupported or unknown additions that would negatively impact the grade.",2,1.0,16.0,0.3157894736842105,0.4521423943504383,0.5193035382662251,0.5503355704697986,True,True,0.3157894736842105,0.3157894736842105,True,True,0.8495575221238938,0.8910891089108911,True,True,0.4421052631578947,0.5503355704697986,True,True,0.20111731843575417,0.32
item_0110,110,1,True,True,15.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,11.0,0.0,25,0,0.0,B,13,1,,0.93,14,,"The doctor uses a somewhat formal tone and repeats some information, but overall the communication is clear.",0.5,2,12,3,,0.8,15,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.81,21,27,7,13,14,14,0.5185185185185185,10,10,2,2,8,8,0.8,1,1,0,0,1,1,1.0,5,8,2,5,3,3,0.375,21,10,1,5,27,10,1,8,item_0110,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the primary diagnosis and treatment plan. However, it has several minor and moderate omissions across the Subjective, Objective, and Plan sections, such as specific physical examination findings and the name of the referred cardiologist. Crucially, there are no unsupported or unknown additions that would introduce misleading clinical content.",3,3.0,17.0,0.5789473684210527,0.47818503635667814,0.5926157279156484,0.5921787709497208,True,True,0.5500000000000002,0.5789473684210527,True,True,0.5384615384615384,0.6739130434782609,True,True,0.4776119402985074,0.5921787709497208,True,True,0.3466666666666666,0.5254237288135594
item_0111,111,1,True,True,16.0,3.0,2.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,2.0,2.0,12,0,0.0,C,13,1,,0.93,14,,"The doctor uses clear sentences, but there is unnecessary repetition and a lack of structure in the SOAP note.",0.5,3,15,2,,0.88,17,,0.88,7,1,8,3,The SOAP note is missing a clear plan for the patient's follow-up appointment.,0.75,4,0.86,19,28,7,16,12,12,0.42857142857142855,6,10,2,6,4,4,0.4,1,2,1,2,0,0,0.0,7,5,4,2,3,3,0.6,19,6,1,7,28,10,2,5,item_0111,,"The note is broadly usable but has noticeable gaps and multiple moderate issues across the Subjective, Assessment, and Plan sections. Key omissions include the patient's past medical history, the duration and severity of palpitations, the detailed medical reasoning for the assessment, specific details of ordered tests, and important patient agreement and social context information. There is one minor unsupported addition in the Plan section.",6,3.0,29.0,0.367816091954023,0.42682994115062134,0.5057061546008617,0.4880382775119617,True,True,0.28846153846153844,0.367816091954023,True,True,0.7407407407407408,0.7407407407407408,True,True,0.37323943661971826,0.4880382775119617,True,True,0.3048780487804878,0.4262295081967213
item_0112,112,1,True,True,16.0,4.0,0.0,4.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,16,0,0.0,C,22,2,,0.92,24,,The communication quality score is low due to a single unclear sentence where the doctor asks if everything is alright with the vital signs.,0.5,1,13,2,,0.87,15,,0.88,7,1,8,3,"The instruction following score is low because only three out of four sections (Subjective, Objective, Assessment, and Plan) are complete.",0.75,4,0.84,16,30,5,19,11,11,0.36666666666666664,10,8,5,3,5,5,0.625,1,2,0,1,1,1,0.5,4,9,1,6,3,3,0.3333333333333333,16,10,1,4,30,8,2,9,item_0112,,"The generated note provides a mostly accurate summary but contains several omissions that reduce its completeness and clinical utility. Key details regarding the severity and impact of palpitations, specific sleep duration, and the link between anxiety and symptoms were omitted from the Subjective section. More critically, the Plan section omits important patient instructions, including completing ordered tests and referrals, and the crucial safety instruction to report new or worsening symptoms immediately. A significant reassurance statement was also missed. While there are no unsupported additions, these omissions, particularly the high-severity safety instruction, make the note meaningfully incomplete and necessitate careful review.",4,4.0,16.0,0.7999999999999999,0.6059644059644059,0.6995454545454546,0.7181818181818183,True,True,0.7999999999999999,0.7999999999999999,True,True,0.8636363636363636,0.88,True,True,0.49831649831649827,0.7181818181818183,True,True,0.26190476190476186,0.4
item_0113,113,1,True,True,14.0,4.0,0.0,8.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,15,0,0.0,A,13,1,"The SOAP note accurately reports the patient's symptoms, vitals, and physical exam findings but incorrectly states that the primary diagnosis is palpitations without considering other potential causes.",0.93,14,,"The SOAP note contains a single unclear sentence regarding the importance of adhering to medication regimen and monitoring symptoms closely, but overall communication is clear and professional.",0.5,1,15,2,"The SOAP note captures most of the important details from the transcript, but it misses the patient's family history and the doctor's discussion about lifestyle modifications.",0.88,17,"The SOAP note captures most patient-specific details from the transcript, but it misses the patient's father having some heart issues in his later years.",0.88,7,1,8,4,"The SOAP note accurately reports all four sections (subjective, objective, assessment, and plan) without any errors or omissions.",1.0,4,0.89,25,20,21,16,4,4,0.2,9,9,9,9,0,0,0.0,1,4,0,3,1,1,0.25,9,7,6,4,3,3,0.42857142857142855,25,9,1,9,20,9,4,7,item_0113,,"The generated SOAP note is highly accurate and clinically usable, capturing all major clinically important content from the Ground Truth. While there are several minor to moderate omissions, particularly in the detailed description of the History of Present Illness, these do not significantly detract from the note's overall utility. Crucially, there are no unsupported or unknown additions, indicating excellent alignment with the transcript and preventing the introduction of misleading clinical information.",8,4.0,14.0,0.3461538461538462,0.3621717509470284,0.49078556578556576,0.7243243243243243,True,True,0.25,0.3461538461538462,True,True,0.3793103448275862,0.5142857142857142,True,True,0.5938864628820961,0.7243243243243243,True,True,0.22549019607843135,0.37837837837837834
item_0114,114,1,True,True,13.0,6.0,0.0,12.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,2.0,0.0,18,0,0.0,C,13,1,,0.93,14,,The doctor uses clear sentences but repeats some information and mentions anxiety without a clear explanation of its impact on the patient's heart health.,0.5,3,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections, missing only the ""Assessment"" section.",0.75,4,0.82,34,24,21,11,13,13,0.5416666666666666,8,6,3,1,5,5,0.8333333333333334,1,2,0,1,1,1,0.5,18,11,11,4,7,7,0.6363636363636364,34,8,1,18,24,6,2,11,item_0114,,"The generated note is mostly clinically aligned and usable, but it has several omissions that reduce its completeness. Key omissions include two differential diagnoses in the Assessment and, most significantly, the referral to an Electrophysiologist for persistent symptoms in the Plan. While all additions were supported by the transcript and do not penalize the grade, the missing critical referral makes the plan meaningfully incomplete for long-term management.",12,6.0,13.0,0.4545454545454546,0.4348349946298251,0.5777799032178014,0.5714285714285715,True,True,0.4000000000000001,0.4545454545454546,True,True,0.6917293233082707,0.8392857142857143,True,True,0.36900369003690037,0.5714285714285715,True,True,0.27860696517412936,0.44585987261146504
item_0115,115,1,True,True,30.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,0.0,14,0,0.0,C,22,2,,0.92,24,,"The communication quality is nearly perfect, with only a minor issue of unnecessary repetition in one sentence.",0.9,1,15,2,,0.88,17,,0.87,7,1,8,4,"The instruction following score is nearly perfect, as all four sections are complete and accurately documented.",1.0,4,0.89,23,41,10,28,13,13,0.3170731707317073,6,9,1,4,5,5,0.5555555555555556,1,1,0,0,1,1,1.0,9,22,7,20,2,2,0.09090909090909091,23,6,1,9,41,9,1,22,item_0115,,"The generated note provides a concise summary of the patient's presentation, objective findings, and a high-level plan. However, it suffers from significant omissions, particularly the complete absence of the detailed Review of Systems in the Subjective section and the lack of all patient education content and the patient agreement in the Plan section. While the core clinical information is present, these omissions make the note meaningfully incomplete and reduce its overall clinical usefulness, requiring careful review and potential additions by a clinician.",2,2.0,40.0,0.4571428571428571,0.42666935082483454,0.5551478092036474,0.5903614457831325,True,True,0.34285714285714286,0.4571428571428571,True,True,0.7883211678832117,0.8495575221238938,True,True,0.396551724137931,0.5903614457831325,True,True,0.17894736842105263,0.3235294117647059
item_0116,116,1,True,True,19.0,3.0,0.0,6.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,5.0,0.0,23,0,0.0,B,13,1,"The generated SOAP note accurately captured the patient's symptoms and physical examination findings, but incorrectly stated that there was no recent weight loss or fever reported.",0.93,14,,"The generated SOAP note contained unclear sentences and unnecessary repetition, which detracted from its overall quality.",0.5,2,14,1,"The generated SOAP note captured most of the important details, but missed the patient's age and ethnicity.",0.93,15,"The generated SOAP note captured most of the patient-specific details, but missed the patient's lifestyle and occupation.",0.88,7,1,8,3,"The generated SOAP note followed the standard SOAP format, but lacked a clear and concise plan for treatment.",0.75,4,0.88,14,18,7,11,7,7,0.3888888888888889,5,8,0,3,5,5,0.625,1,2,0,1,1,1,0.5,8,5,7,4,1,1,0.2,14,5,1,8,18,8,2,5,item_0116,,"The generated note is mostly clinically aligned and clearly usable. It accurately captures the chief complaint, objective findings, assessment, and most of the plan. The primary issues are several minor and moderate omissions, particularly in the Subjective section regarding specific functional limitations and in the Plan section concerning the explicit mention of awaiting lab results. There are no unsupported or unknown additions, which significantly contributes to its usability.",6,3.0,19.0,0.7586206896551724,0.5617890691954099,0.6395105243906495,0.6229508196721312,True,True,0.6865671641791046,0.7586206896551724,True,True,0.7555555555555556,0.7764705882352942,True,True,0.5499999999999999,0.6229508196721312,True,True,0.25503355704697983,0.39999999999999997
item_0117,117,1,True,True,,,,,,,,,,,,,,25,0,0.0,,22,2,"The SOAP note accurately captured most medical claims, but incorrectly stated the patient's medication regimen.",0.92,24,,The SOAP note had a minor issue with unclear language in one sentence.,0.9,1,15,2,"The SOAP note captured most important details, but missed the patient's age and ethnicity.",0.88,17,The SOAP note missed patient-specific details such as lifestyle and occupation.,0.75,6,2,8,3,"The SOAP note partially followed the instruction of having all four sections present, but was missing a clear plan for follow-up care.",0.75,4,0.83,17,25,9,17,8,8,0.32,6,5,5,4,1,1,0.2,0,3,0,3,0,0,0.0,10,8,7,5,3,3,0.375,17,6,0,10,25,5,3,8,item_0117,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,0,,,0.48,0.38975409120334226,0.4934123730844422,0.4203821656050955,True,True,0.4615384615384615,0.48,True,True,0.6034482758620688,0.6732673267326733,True,True,0.2731707317073171,0.4203821656050955,True,True,0.2208588957055215,0.4
item_0118,118,1,True,True,15.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,24,0,0.0,C,13,1,,0.93,14,,"The communication quality is excellent, with no issues or concerns noted in the SOAP note.",1.0,1,15,2,,0.88,17,,0.83,5,1,6,3,"The SOAP note follows the standard instruction format, but one section (Assessment) is slightly incomplete due to the lack of specific details about the patient's symptoms.",0.75,4,0.86,15,21,8,14,7,7,0.3333333333333333,5,6,4,5,1,1,0.16666666666666666,1,1,1,1,0,0,0.0,5,10,3,8,2,2,0.2,15,5,1,5,21,6,1,10,item_0118,,"The generated SOAP note provides a mostly accurate summary of the patient's visit. However, it has noticeable gaps that reduce its completeness. Key omissions include a specific detail about the severity of the patient's walking difficulty in the HPI (unable to walk more than 20 feet without assistance) and the primary diagnosis of 'Difficulty in walking, not elsewhere classified' in the Assessment section. Additionally, several minor details are omitted across all sections, though no unsupported or unknown additions were found.",4,2.0,15.0,0.7234042553191489,0.5186469075701748,0.5923689890776896,0.6666666666666667,True,True,0.7083333333333334,0.7234042553191489,True,True,0.6153846153846153,0.6315789473684211,True,True,0.5346534653465346,0.6666666666666667,True,True,0.21621621621621623,0.34782608695652173
item_0119,119,3,True,True,30.0,4.0,2.0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,5.0,2.0,24,0,0.0,D,22,2,,0.92,24,,"The doctor uses a clear and concise sentence structure, but the patient's response is brief and lacks depth.",0.5,1,15,2,,0.88,17,,0.75,6,2,8,3,"The doctor completes three out of four sections, but the plan section is missing specific details on medication adjustments.",0.75,4,0.83,20,36,13,29,7,7,0.19444444444444445,7,7,4,4,3,3,0.42857142857142855,1,1,1,1,0,0,0.0,6,20,6,20,0,0,0.0,20,7,1,6,36,7,1,20,item_0119,,"The note contains significant issues, primarily in the Subjective section, which includes numerous omissions of clinically important HPI and ROS details, and a high-severity unsupported addition of an objective finding. While the Objective section is strong, the Assessment omits the primary problem statement, and the Plan lacks specific medication details and structural completeness. These issues, especially the unsupported and miscategorized content in the Subjective section, materially reduce the clinical usefulness and reliability of the note.",6,4.0,30.0,0.5,0.4506108330880188,0.5319688363783456,0.6012269938650306,True,True,0.5,0.5,True,True,0.5443037974683543,0.7230769230769231,True,True,0.5581395348837209,0.6012269938650306,True,True,0.2,0.30357142857142855
